date,temp,humidity,wind_speed,pressure
01/01/2013,10,84.5,0,1015.666667
02/01/2013,7.4,92,2.98,1017.8
03/01/2013,7.166666667,87,4.633333333,1018.666667
04/01/2013,8.666666667,71.33333333,1.233333333,1017.166667
05/01/2013,6,86.83333333,3.7,1016.5
06/01/2013,7,82.8,1.48,1018
07/01/2013,7,78.6,6.3,1020
08/01/2013,8.857142857,63.71428571,7.142857143,1018.714286
09/01/2013,14,51.25,12.5,1017
10/01/2013,11,62,7.4,1015.666667
11/01/2013,15.71428571,51.28571429,10.57142857,1016.142857
12/01/2013,14,74,13.22857143,1015.571429
13/01/2013,15.83333333,75.16666667,4.633333333,1013.333333
14/01/2013,12.83333333,88.16666667,0.616666667,1015.166667
15/01/2013,14.71428571,71.85714286,0.528571429,1015.857143
16/01/2013,13.83333333,86.66666667,0,1016.666667
17/01/2013,16.5,80.83333333,5.25,1015.833333
18/01/2013,13.83333333,92.16666667,8.95,1014.5
19/01/2013,12.5,76.66666667,5.883333333,1021.666667
20/01/2013,11.28571429,75.28571429,8.471428571,1020.285714
21/01/2013,11.2,77,2.22,1021
22/01/2013,9.5,79.66666667,3.083333333,1021.8
23/01/2013,14,60.16666667,4.016666667,1020.5
24/01/2013,13.83333333,60.66666667,6.166666667,1020.5
25/01/2013,12.25,67,5.55,1020.75
26/01/2013,12.66666667,64.16666667,6.8,1019.666667
27/01/2013,12.85714286,65.57142857,5.557142857,1018.142857
28/01/2013,14.83333333,56,3.7,1017.833333
29/01/2013,14.125,65.5,3.2375,1016.625
30/01/2013,14.71428571,70.42857143,1.057142857,1017.857143
31/01/2013,16.2,65.6,2.96,1018.4
01/02/2013,16,73,2.22,1016
02/02/2013,16.28571429,77.57142857,1.328571429,1017.142857
03/02/2013,18,65.57142857,1.857142857,1015.285714
04/02/2013,17.42857143,74.28571429,11.11428571,1014.571429
05/02/2013,16.625,92.375,9.725,1016.375
06/02/2013,16.66666667,71.33333333,8.633333333,1018.666667
07/02/2013,15.6,59.4,10.74,1018.6
08/02/2013,14,70.42857143,9.257142857,1017.142857
09/02/2013,15.42857143,61.28571429,9.257142857,1016.857143
10/02/2013,15.25,71.5,3.475,1017.125
11/02/2013,15.875,70.5,5.325,1016.5
12/02/2013,15.33333333,70.33333333,7.416666667,1017.5
13/02/2013,16.28571429,70.14285714,6.085714286,1016
14/02/2013,17.33333333,63.83333333,4.333333333,1014.166667
15/02/2013,19.16666667,65.33333333,10.18333333,1011.666667
16/02/2013,14.42857143,92.71428571,8.485714286,1008
17/02/2013,13.66666667,90,0,1012.666667
18/02/2013,15.6,78.4,12.22,1016.2
19/02/2013,15.85714286,82,5.814285714,1015.714286
20/02/2013,17.71428571,74.71428571,5.814285714,1017
21/02/2013,20,67.28571429,6.614285714,1015.428571
22/02/2013,20.5,65.625,10.875,1016
23/02/2013,17.42857143,74.85714286,9.257142857,1017
24/02/2013,16.85714286,78.85714286,7.4,1018.857143
25/02/2013,16.875,72.875,4.6375,1018.25
26/02/2013,17.85714286,70,17.5875,1015.142857
27/02/2013,20.8,57.2,6.66,1015.2
28/02/2013,19.42857143,52.85714286,12.95714286,1017.428571
01/03/2013,17.33333333,49.33333333,24.06666667,1016.333333
02/03/2013,19,54,15.725,1016.25
03/03/2013,19.33333333,62.83333333,8.633333333,1016.166667
04/03/2013,17.6,71,5.56,1015.8
05/03/2013,20.875,61.875,4.1625,1016.375
06/03/2013,20.85714286,65.28571429,6.871428571,1015.714286
07/03/2013,23.42857143,57.14285714,8.728571429,1015.285714
08/03/2013,24.16666667,44.83333333,7.1,1014.833333
09/03/2013,25.42857143,49.71428571,5.285714286,1009.285714
10/03/2013,23.14285714,57.57142857,4.228571429,1008
11/03/2013,24,66.33333333,0.933333333,1011.166667
12/03/2013,23.5,62.5,4.933333333,1011.5
13/03/2013,21.5,70.5,5.55,1009
14/03/2013,22.33333333,61.16666667,12.03333333,1013.166667
15/03/2013,24.16666667,45.83333333,7.716666667,1016.166667
16/03/2013,20.33333333,67.66666667,3.7,1016.166667
17/03/2013,22.66666667,58.66666667,8.95,1015
18/03/2013,23.42857143,58.14285714,17.45714286,1009.428571
19/03/2013,22.5,73.66666667,10.48333333,1011
20/03/2013,29.16666667,36.33333333,6.8,1009.5
21/03/2013,23.83333333,58.5,10.5,1008.333333
22/03/2013,25.25,50.25,9.7125,1006.375
23/03/2013,27.375,50.125,9.95,1007.625
24/03/2013,27,48.75,10.8875,1010.25
25/03/2013,23.5,45.5,15.9625,1010.625
26/03/2013,24.14285714,44.57142857,12.95714286,1008.857143
27/03/2013,21,62,1.85,1009
28/03/2013,22.42857143,62.71428571,7.414285714,1009.571429
29/03/2013,21.25,70.375,5.55,1009.75
30/03/2013,23.5,54.75,11.1125,1008.625
31/03/2013,23.2,58,6.66,1008.6
01/04/2013,25.375,45.5,4.4,1008.5
02/04/2013,25.16666667,51,8.65,1009.5
03/04/2013,26.2,45.6,8.14,1009
04/04/2013,24.6,41.8,11.12,1007.8
05/04/2013,25.6,31,15.56,1007
06/04/2013,25.85714286,29.85714286,11.9,1006.142857
07/04/2013,29.14285714,23.28571429,10.31428571,1005
08/04/2013,28.71428571,33.85714286,5.3,1006
09/04/2013,30.16666667,30.5,8.65,1005.333333
10/04/2013,30,28,6.1,1006.714286
11/04/2013,30,24.2,7.78,1006.4
12/04/2013,28.85714286,32.57142857,6.342857143,1007.571429
13/04/2013,30.2,29.2,10,1008.4
14/04/2013,28.25,39.375,6.4875,1007
15/04/2013,28.25,41.375,6.25,1003.875
16/04/2013,32.125,24.625,10.425,1000
17/04/2013,29.2,24.2,6.66,1002.2
18/04/2013,30.28571429,30.28571429,4.757142857,1002.857143
19/04/2013,28.28571429,31.28571429,3.971428571,1002.571429
20/04/2013,30.625,29,7.6375,1003.375
21/04/2013,27.66666667,38.66666667,13.88333333,1006.833333
22/04/2013,27.375,45.375,7.65,1010
23/04/2013,28.625,44.125,4.625,1009.875
24/04/2013,30.28571429,41.71428571,2.114285714,1008.571429
25/04/2013,31.14285714,38.28571429,3.7,1007.714286
26/04/2013,29.875,45.875,6.7125,1008.375
27/04/2013,31.14285714,31.42857143,13.48571429,1007
28/04/2013,30.57142857,28,12.97142857,1005.428571
29/04/2013,32.125,26.375,7.875,1004.875
30/04/2013,31.14285714,32,7.928571429,1004.857143
01/05/2013,31.85714286,15.85714286,12.68571429,1002.833333
02/05/2013,29.83333333,22.16666667,11.43333333,1001.2
03/05/2013,28.57142857,31.57142857,9,999.4285714
04/05/2013,32.85714286,31.42857143,2.914285714,999
05/05/2013,32.625,31.125,3.0125,1000.625
06/05/2013,32.75,39.25,3.7,1001.625
07/05/2013,32.875,33.25,7.175,1002
08/05/2013,34.5,23,9.25,1001.166667
09/05/2013,34.28571429,26,8.985714286,1000.857143
10/05/2013,34,27.71428571,9.528571429,1000.142857
11/05/2013,30.75,30.375,14.8125,999.875
12/05/2013,29.85714286,40.14285714,5.828571429,1003.714286
13/05/2013,31.71428571,34,3.971428571,1003.571429
14/05/2013,32.28571429,34.28571429,4.771428571,1001.571429
15/05/2013,33,33,3.2375,999.8571429
16/05/2013,33,34.75,7.175,998.5
17/05/2013,32.83333333,28.16666667,9.866666667,1000.333333
18/05/2013,31.4,42.2,12.96666667,999
19/05/2013,35.33333333,22.33333333,15.75,999.6666667
20/05/2013,36.4,24.2,7.4,998.4
21/05/2013,36,19,11.37142857,998.6666667
22/05/2013,36.75,22.125,17.5875,998.625
23/05/2013,37.5,23.33333333,13.56666667,997.1666667
24/05/2013,38.42857143,27.42857143,11.38571429,996.4285714
25/05/2013,38.71428571,22.42857143,10.31428571,998.1428571
26/05/2013,37.8,21.2,10.74,998.2
27/05/2013,35.85714286,31.57142857,8.728571429,999.1428571
28/05/2013,35.33333333,29,8.333333333,1000.166667
29/05/2013,34.14285714,27.85714286,5.557142857,999.4285714
30/05/2013,32.2,28.2,5.56,999.6
31/05/2013,33.625,40.125,10.6375,998.7142857
01/06/2013,32,54,13.4375,998.75
02/06/2013,32.4,56.6,14.2,1001
03/06/2013,35.6,47,12.24,999.6
04/06/2013,35.85714286,42.57142857,5.028571429,999.8571429
05/06/2013,37.16666667,36.5,9.866666667,998
06/06/2013,31.28571429,61.71428571,10.04285714,997.2857143
07/06/2013,34,49.25,7.4125,998
08/06/2013,34.2,57.4,13.34,997
09/06/2013,36.16666667,40,11.41666667,995.1666667
10/06/2013,36.625,42.75,8.1,995.125
11/06/2013,30.16666667,61.66666667,16.35,1000
12/06/2013,34.14285714,54.14285714,7.414285714,998
13/06/2013,29.83333333,68.66666667,9.866666667,998.6666667
14/06/2013,30.14285714,68.14285714,7.942857143,997.4285714
15/06/2013,30.71428571,65,13.22857143,997.8571429
16/06/2013,27,88.85714286,8.485714286,996.4285714
17/06/2013,26.875,87.375,8.3375,994.75
18/06/2013,28.4,83.6,5.18,996.4
19/06/2013,29.85714286,72.85714286,4.228571429,999
20/06/2013,33,52.71428571,4.771428571,997.1666667
21/06/2013,34.83333333,47.33333333,5.866666667,995.3333333
22/06/2013,35.6,39.4,10.74,996.2
23/06/2013,35.16666667,53,8.35,995.6666667
24/06/2013,33.14285714,55,13.22857143,996.2857143
25/06/2013,30.57142857,70.42857143,11.11428571,999.1666667
26/06/2013,30.66666667,71.5,6.483333333,999
27/06/2013,31.42857143,61.85714286,7.957142857,996.7142857
28/06/2013,31.5,64.25,8.8125,996
29/06/2013,33.25,57,13.875,995.25
30/06/2013,32.83333333,52.16666667,10.5,997.1666667
01/07/2013,33.85714286,54,8.728571429,996.4285714
02/07/2013,33.14285714,58.28571429,9.8,996
03/07/2013,31.57142857,70,6.357142857,997.5714286
04/07/2013,32.375,67.5,9.25,997
05/07/2013,32.8,62.2,12.96,997.8
06/07/2013,31,73.14285714,11.37142857,1000.571429
07/07/2013,31.16666667,77.33333333,7.1,1000.166667
08/07/2013,29.83333333,75.16666667,6.483333333,997.5
09/07/2013,29,78.83333333,8.016666667,996.8333333
10/07/2013,29.75,75.375,6.4875,995.75
11/07/2013,32.5,65.5,7.116666667,997.3333333
12/07/2013,28.875,86.625,5.5625,1000
13/07/2013,31.75,70.25,12.0625,998.875
14/07/2013,30.75,71.625,4.8125,997.375
15/07/2013,31.75,73.25,13.5375,998.375
16/07/2013,29.875,83.875,9,999
17/07/2013,31.125,78.375,8.65,998
18/07/2013,31.75,76,5.55,995
19/07/2013,30.5,73.5,9.266666667,995.3333333
20/07/2013,26.83333333,90.66666667,4.933333333,999.1666667
21/07/2013,28.2,88,2.24,996.4
22/07/2013,29.5,80.33333333,4.333333333,996.8333333
23/07/2013,31.85714286,70.71428571,3.971428571,998
24/07/2013,29.71428571,84.14285714,3.971428571,997.1428571
25/07/2013,28.33333333,84.5,8.016666667,995.1666667
26/07/2013,30,73.85714286,5.571428571,995.4285714
27/07/2013,30.14285714,79,4.228571429,997.2857143
28/07/2013,32.28571429,67.42857143,6.085714286,998.1428571
29/07/2013,31,77.42857143,4.771428571,997.1428571
30/07/2013,30.5,75.66666667,8.016666667,996.5
31/07/2013,28.83333333,78.5,9.866666667,996.6666667
01/08/2013,30,73.5,5.55,998
02/08/2013,31.57142857,66.42857143,11.11428571,999.4285714
03/08/2013,32.5,62.33333333,10.81666667,1000.833333
04/08/2013,32.5,62.5,5.1,993.25
05/08/2013,29.5,77,6.783333333,1001
06/08/2013,27.16666667,90.66666667,4.016666667,1002.166667
07/08/2013,28.375,85.25,3.25,1001.875
08/08/2013,28.5,84,6.166666667,1000.5
09/08/2013,27.16666667,87.5,3.716666667,1001
10/08/2013,29.42857143,79.85714286,6.1,1000.333333
11/08/2013,30,76.83333333,6.8,1001.166667
12/08/2013,29.5,81.5,8.35,1001
13/08/2013,30.75,72,11.125,999.25
14/08/2013,29.66666667,74.33333333,9.866666667,999.8333333
15/08/2013,27.71428571,85,8.2,1001.714286
16/08/2013,26.6,92,4.46,1000.8
17/08/2013,27.42857143,91,14.28571429,999.4285714
18/08/2013,28.33333333,83.83333333,1.233333333,1000.166667
19/08/2013,28.16666667,84.66666667,5.55,1000.5
20/08/2013,27.375,88.5,5.325,999
21/08/2013,28.33333333,81.16666667,10.31428571,999.2857143
22/08/2013,29.16666667,74.83333333,6.483333333,1001.166667
23/08/2013,31.28571429,73.14285714,2.642857143,1001.428571
24/08/2013,32,71.25,18.525,1000.333333
25/08/2013,29,90.75,0.925,998.75
26/08/2013,32,69.875,6.475,997.8571429
27/08/2013,32.14285714,57.28571429,17.07142857,999.8571429
28/08/2013,30.14285714,60.71428571,11.64285714,1003.714286
29/08/2013,31.5,57,9.275,1003.25
30/08/2013,29.16666667,73,3.1,1003.5
31/08/2013,29,71.75,4.65,1003.25
01/09/2013,30,65.2,11.48,1003.2
02/09/2013,31.85714286,50.85714286,15.34285714,1003.714286
03/09/2013,32.75,45.5,14.8,1001.5
04/09/2013,31.71428571,48,14.54285714,1002.166667
05/09/2013,31.66666667,46,13.56666667,1001.5
06/09/2013,30.57142857,55.71428571,10.04285714,1003.428571
07/09/2013,30.83333333,51.83333333,6.783333333,1004.166667
08/09/2013,28,71.75,2.325,1007.25
09/09/2013,31,57.5,42.22,1007
10/09/2013,29.66666667,66.33333333,3.7,1005.333333
11/09/2013,30.85714286,61.14285714,3.971428571,1005.571429
12/09/2013,31.16666667,60.33333333,2.783333333,1008.166667
13/09/2013,31.14285714,67.14285714,3.171428571,1007.142857
14/09/2013,30.5,67,2.783333333,1003.833333
15/09/2013,31.625,56.375,3.9375,1001.375
16/09/2013,29.66666667,60,7.1,1002.333333
17/09/2013,29.25,56.5,3.475,1002.875
18/09/2013,29.14285714,58.57142857,5.557142857,1003.142857
19/09/2013,29.8,61.6,2.96,1001.8
20/09/2013,28.66666667,70,9.583333333,1003
21/09/2013,25.2,89,5.18,1003
22/09/2013,28.33333333,79.66666667,3.083333333,1001.666667
23/09/2013,30.28571429,68,4.5,1001
24/09/2013,30.75,65.75,5.7875,1002.75
25/09/2013,28.57142857,75,6.614285714,1005.428571
26/09/2013,28.2,78.8,4.08,1006.6
27/09/2013,29,71.25,7.4125,1005.625
28/09/2013,30,67.33333333,1.233333333,1005.333333
29/09/2013,28.14285714,79.85714286,5.557142857,1003.857143
30/09/2013,26.85714286,84.57142857,4.228571429,1004.714286
01/10/2013,28.28571429,68.71428571,6.371428571,1007.714286
02/10/2013,29.2,61.4,7.42,1010
03/10/2013,28.6,59,7.4,1008.6
04/10/2013,24.83333333,84.33333333,6.783333333,1007.5
05/10/2013,28.5,69,2.0875,1004.125
06/10/2013,29.75,66.5,1.85,1005.25
07/10/2013,29.71428571,66.57142857,1.585714286,1008.857143
08/10/2013,29.2,69.4,0,1009.8
09/10/2013,30.83333333,65.5,5.566666667,1010.333333
10/10/2013,29.42857143,66.28571429,3.971428571,1010.857143
11/10/2013,23.85714286,89.85714286,4.242857143,1010.571429
12/10/2013,26.14285714,82.57142857,2.914285714,1008.285714
13/10/2013,27.16666667,84.33333333,0.616666667,1007.666667
14/10/2013,27.71428571,74.85714286,5.557142857,1007
15/10/2013,25.85714286,76.42857143,3.7,1009.142857
16/10/2013,26.42857143,75,0,1009
17/10/2013,26.85714286,76.71428571,1.057142857,1010.428571
18/10/2013,26.33333333,73.16666667,0,1010.5
19/10/2013,24.57142857,69.57142857,2.114285714,1011.571429
20/10/2013,24.33333333,67.83333333,1.55,1010.666667
21/10/2013,24.875,63.625,1.3875,1009.875
22/10/2013,27.8,53.6,0,1011
23/10/2013,25,67.5,1.1625,1013.625
24/10/2013,23.85714286,73.14285714,1.057142857,1013.285714
25/10/2013,22.8,75.8,1.86,1011
26/10/2013,23,78.2,0.74,1011.2
27/10/2013,22.875,66.875,2.55,1010.625
28/10/2013,22.66666667,63.16666667,4.933333333,1010
29/10/2013,23,62.71428571,3.971428571,1011.142857
30/10/2013,22.85714286,67.42857143,2.385714286,1012.857143
31/10/2013,23.66666667,58.83333333,3.083333333,1012.833333
01/11/2013,23.42857143,69.14285714,1.057142857,1013.285714
02/11/2013,21.625,65,4.6375,1014.5
03/11/2013,20.625,57.875,5.5625,1016
04/11/2013,21.16666667,54.16666667,2.466666667,1017.5
05/11/2013,18.83333333,74.33333333,0,1017.5
06/11/2013,20.57142857,66.71428571,3.185714286,1015.857143
07/11/2013,20.14285714,73.14285714,4.5,1015.666667
08/11/2013,18,82.2,19.9125,1015.625
09/11/2013,19.85714286,73.57142857,0.528571429,1016.714286
10/11/2013,16.83333333,72,2.466666667,1016
11/11/2013,18.85714286,61.85714286,5.814285714,1013.428571
12/11/2013,16.57142857,71.71428571,0.8,1013.857143
13/11/2013,17.75,65,3.0125,1014.25
14/11/2013,17.625,63.375,3.475,1015.25
15/11/2013,17,67,0.925,1016.5
16/11/2013,16.625,69.625,0,1018
17/11/2013,15.57142857,67.42857143,2.385714286,1017.714286
18/11/2013,18.5,55.125,7.4125,1016.875
19/11/2013,17.875,63.5,7.175,1015.5
20/11/2013,18.25,58.875,2.55,1012.75
21/11/2013,17.875,66.25,2.0875,1013.125
22/11/2013,17.625,74.875,1.1625,1015.75
23/11/2013,18.14285714,77.85714286,0.8,1014.571429
24/11/2013,19.125,58.875,5.0875,1014.5
25/11/2013,21.25,49.875,9.5,1012.875
26/11/2013,21.25,51.375,9.75,1011.75
27/11/2013,19.125,68.5,2.7875,1014.75
28/11/2013,18.625,71.875,1.85,1017.75
29/11/2013,17.75,66.625,4.8625,1016.875
30/11/2013,17.875,69.625,11.8125,1015.875
01/12/2013,18,65,1.585714286,1016.142857
02/12/2013,17.25,73.25,1.85,1015.875
03/12/2013,17.5,73.5,1.3875,1016.75
04/12/2013,17.14285714,71.85714286,4.228571429,1017
05/12/2013,17.14285714,69,6.885714286,1015.285714
06/12/2013,16.125,72.375,3.7125,1014
07/12/2013,16,80.5,1.1625,1014.25
08/12/2013,16.5,83.625,0,1014
09/12/2013,16.125,79.25,2.3125,1013.5
10/12/2013,15.5,81.75,2.55,1013.75
11/12/2013,16.625,71.875,6.475,1014.125
12/12/2013,17.75,62.375,16.9,1012.5
13/12/2013,17.14285714,67.71428571,11.62857143,1012
14/12/2013,16.14285714,79,0.8,1012.571429
15/12/2013,15.5,86.25,2.55,1015.125
16/12/2013,15.25,89.5,1.1625,1015.625
17/12/2013,14.75,92.875,0.925,1014.25
18/12/2013,14.875,93,2.0875,1012.625
19/12/2013,16.125,89.125,3.25,1012.875
20/12/2013,15.375,91.375,4.4125,1016
21/12/2013,14.75,94,0.4625,1017
22/12/2013,15.25,94,1.3875,1018.375
23/12/2013,14.25,88.25,9.025,1020.5
24/12/2013,13.5,84.75,5.7875,1021.375
25/12/2013,13.66666667,63.16666667,34.4875,1020.625
26/12/2013,12.125,67.625,4.4,1019.25
27/12/2013,11.875,79.875,1.1625,1018.625
28/12/2013,10.875,70,5.325,1019.25
29/12/2013,10.57142857,69.42857143,5.325,1018.5
30/12/2013,12.375,79.5,6.475,1018.125
31/12/2013,14.5,89.375,4.8625,1020.5
01/01/2014,13.375,89.625,7.65,1021
02/01/2014,11,78.375,8.1,1020.25
03/01/2014,12.5,74.875,5.325,1017.75
04/01/2014,12.875,88.125,1.1625,1016.25
05/01/2014,12.375,89,0.4625,1014.5
06/01/2014,11.42857143,86.28571429,27.3375,1017.625
07/01/2014,12.14285714,72.28571429,20.6,1017.75
08/01/2014,11.875,76.875,1.85,1017.875
09/01/2014,12.83333333,83,1.233333333,1017
10/01/2014,12.375,85.375,0,1016.625
11/01/2014,12.125,82.625,6.725,1019.625
12/01/2014,12.875,80.875,3.25,1020.75
13/01/2014,14,72.375,1.1625,1019.375
14/01/2014,14.875,76.75,2.7875,1017
15/01/2014,12,93.5,0.4625,1019.75
16/01/2014,12.28571429,90.57142857,1.585714286,1019.571429
17/01/2014,12,95.75,1.1625,1017.625
18/01/2014,12.5,94.25,1.85,1020.25
19/01/2014,14.5,84.5,3.475,1023
20/01/2014,14.625,83.5,4.4125,1021.375
21/01/2014,13.57142857,96.85714286,7.171428571,1020.571429
22/01/2014,15.25,96.125,6.7125,1019.875
23/01/2014,15.625,90.125,6.7125,1020.25
24/01/2014,13.875,88.875,8.1125,1019.25
25/01/2014,11.75,95.625,8.3375,1019.75
26/01/2014,14.375,85.75,8.8125,1019.125
27/01/2014,16.625,72.375,9.95,1018.75
28/01/2014,16.625,69.875,7.4125,1016.75
29/01/2014,14.875,81.875,4.625,1018.625
30/01/2014,14.5,83.25,0.925,1019.375
31/01/2014,14.75,82.5,3.0125,1019.25
01/02/2014,14,79.375,2.55,1019.75
02/02/2014,15.25,76.125,1.85,1016.875
03/02/2014,18.42857143,63.85714286,12.2875,1014.125
04/02/2014,18.85714286,65.42857143,13.425,1011
05/02/2014,17,72.75,1.625,1011.5
06/02/2014,18.5,65.375,6.0125,1010.875
07/02/2014,19.625,67.25,15.05,1009.25
08/02/2014,13.625,85.375,8.1125,1011.375
09/02/2014,12.875,63.375,9.2625,1012
10/02/2014,12.625,61.75,3.7,1012.5
11/02/2014,13.375,64.625,3.7,1013.5
12/02/2014,13.25,67,9.2625,1013.5
13/02/2014,15.25,64.5,4.875,1013.625
14/02/2014,13,95.5,5.3375,1011.875
15/02/2014,12.375,89.5,3.9375,1012.875
16/02/2014,13.5,79,8.7875,1016
17/02/2014,15.125,66.125,12.725,1017.75
18/02/2014,15.25,60.125,8.8,1017.375
19/02/2014,15.125,75.375,1.85,1016.625
20/02/2014,16.125,78.625,1.8625,1014.75
21/02/2014,17.125,72.25,8.7875,1014.25
22/02/2014,16.625,85.625,6.25,1017.375
23/02/2014,16.5,80,7.8875,1019.375
24/02/2014,16.375,69.375,5.3375,1018.625
25/02/2014,18.125,69,0.925,1017.25
26/02/2014,18.75,71.125,2.0875,1014.25
27/02/2014,18.625,76.625,7.175,1013.125
28/02/2014,15.625,88.375,5.8,1013.125
01/03/2014,16.14285714,87.28571429,4.242857143,1015.285714
02/03/2014,16.125,79,5.7875,1017.125
03/03/2014,17.875,65.625,3.7,1016.25
04/03/2014,18.75,66.375,3.7125,1016.5
05/03/2014,18.875,67,5.325,1016.125
06/03/2014,18.375,64,4.6375,1016.375
07/03/2014,18.5,62.875,6.7125,1017.125
08/03/2014,19.875,63.875,9.9625,1017
09/03/2014,22,56.625,7.65,1014.5
10/03/2014,20,63.875,10.8875,1014.375
11/03/2014,20.71428571,70,15.6,1013.714286
12/03/2014,20,68.875,6.4875,1016.25
13/03/2014,19,60.625,9.95,1016.25
14/03/2014,19.625,61.25,5.8,1015
15/03/2014,21.625,62.625,2.7875,1016.375
16/03/2014,23.125,58.5,6.25,1015.375
17/03/2014,26.25,52.125,6.7125,1011.25
18/03/2014,24.85714286,53.42857143,9.8,1012.857143
19/03/2014,21.75,57.375,10.1875,1013.25
20/03/2014,21.5,55,7.4,1010.75
21/03/2014,22.5,64.75,5.3375,1007.125
22/03/2014,25,59.5,3.0125,1007
23/03/2014,22.75,61.875,9.025,1010.625
24/03/2014,22.375,73.125,9.4875,1011.625
25/03/2014,24.625,60.25,2.775,1010.5
26/03/2014,25.125,58.875,2.775,1010.625
27/03/2014,23.5,63.25,4.8875,1011.75
28/03/2014,24.42857143,67.57142857,4.5,1011.142857
29/03/2014,25.875,55.625,8.35,1011.25
30/03/2014,24.125,46.75,13.9,1009.875
31/03/2014,24.125,44.125,13.2,1008.25
01/04/2014,24.875,45.75,9.7125,1006.125
02/04/2014,26.75,43.375,7.175,1005.75
03/04/2014,25,48,10.425,1010.375
04/04/2014,25.85714286,47.85714286,11.91428571,1009.857143
05/04/2014,27.375,44,9.2625,1008.875
06/04/2014,30.125,45.25,6.7125,1007.5
07/04/2014,27.25,47.625,12.9625,1009.625
08/04/2014,25.75,41.875,12.725,1010.375
09/04/2014,25.75,35.25,12.7375,1010.25
10/04/2014,26.375,29.25,12.5,1010.875
11/04/2014,28.14285714,29,10.05714286,1008.571429
12/04/2014,29.125,39.875,5.1,1007.125
13/04/2014,26.875,40.375,15.5125,1009.625
14/04/2014,27.625,46.625,5.35,1010.625
15/04/2014,29,48.125,2.55,1009.125
16/04/2014,27.125,53.625,4.4,1008.25
17/04/2014,26.375,49.625,9.25,1007
18/04/2014,24.25,64.375,14.3375,1011.625
19/04/2014,25.625,57.875,5.1,1011.375
